date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:09:35	273238/273238	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Apr%202022%2022:09:34%20GMT	https://img.itch.zone/aW1hZ2UvMTQ4NTUyOS84NjYyMjIwLmpwZw==/original/XJ1RJ8.jpg	C:/Benim%20Web%20Sitem/248234782397934/img.itch.zone/aW1hZ2UvMTQ4NTUyOS84NjYyMjIwLmpwZw==/original/XJ1RJ8.jpg	(from https://trexy247xd.itch.io/elderland)
01:09:35	28412/28412	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-6efc%22	https://static.itch.io/fonts/lato-v14-latin-regular.woff	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/lato-v14-latin-regular.woff	(from https://static.itch.io/game.css?1649883624)
01:09:36	24192/24192	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-5e80%22	https://static.itch.io/fonts/lato-v14-latin-italic.woff2	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/lato-v14-latin-italic.woff2	(from https://static.itch.io/game.css?1649883624)
01:09:36	29600/29600	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-73a0%22	https://static.itch.io/fonts/lato-v14-latin-italic.woff	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/lato-v14-latin-italic.woff	(from https://static.itch.io/game.css?1649883624)
01:09:36	22820/22820	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-5924%22	https://static.itch.io/fonts/lato-v14-latin-700.woff2	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/lato-v14-latin-700.woff2	(from https://static.itch.io/game.css?1649883624)
01:09:36	27848/27848	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-6cc8%22	https://static.itch.io/fonts/lato-v14-latin-700.woff	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/lato-v14-latin-700.woff	(from https://static.itch.io/game.css?1649883624)
01:09:37	22352/22352	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-5750%22	https://static.itch.io/fonts/lato-v14-latin-900.woff2	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/lato-v14-latin-900.woff2	(from https://static.itch.io/game.css?1649883624)
01:09:37	27260/27260	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-6a7c%22	https://static.itch.io/fonts/lato-v14-latin-900.woff	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/lato-v14-latin-900.woff	(from https://static.itch.io/game.css?1649883624)
01:09:38	182708/182708	---MCZ	200	added ('OK')	text/plain	etag:W/%225c588c2a-2c9b4%22	https://static.itch.io/fonts/Lato-Regular.woff2	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/Lato-Regular.woff2	(from https://static.itch.io/game.css?1649883624)
01:09:38	309192/309192	---MCZ	200	added ('OK')	text/plain	etag:W/%225c588c2a-4b7c8%22	https://static.itch.io/fonts/Lato-Regular.woff	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/Lato-Regular.woff	(from https://static.itch.io/game.css?1649883624)
01:09:39	195704/195704	---MCZ	200	added ('OK')	text/plain	etag:W/%225c588c2a-2fc78%22	https://static.itch.io/fonts/Lato-Italic.woff2	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/Lato-Italic.woff2	(from https://static.itch.io/game.css?1649883624)
01:09:40	328412/328412	---MCZ	200	added ('OK')	text/plain	etag:W/%225c588c2a-502dc%22	https://static.itch.io/fonts/Lato-Italic.woff	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/Lato-Italic.woff	(from https://static.itch.io/game.css?1649883624)
01:09:40	184912/184912	---MCZ	200	added ('OK')	text/plain	etag:W/%225c588c2a-2d250%22	https://static.itch.io/fonts/Lato-Bold.woff2	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/Lato-Bold.woff2	(from https://static.itch.io/game.css?1649883624)
01:09:40	309728/309728	---MCZ	200	added ('OK')	text/plain	etag:W/%225c588c2a-4b9e0%22	https://static.itch.io/fonts/Lato-Bold.woff	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/Lato-Bold.woff	(from https://static.itch.io/game.css?1649883624)
01:09:41	176748/176748	---MCZ	200	added ('OK')	text/plain	etag:W/%225c588c2a-2b26c%22	https://static.itch.io/fonts/Lato-Black.woff2	C:/Benim%20Web%20Sitem/248234782397934/static.itch.io/fonts/Lato-Black.woff2	(from https://static.itch.io/game.css?1649883624)
